Accident_Index,Accident_Severity,Day_of_Week,Time,Road_Type,Speed_limit,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Number_of_Vehicles,Number_of_Casualties,Urban_or_Rural_Area,Year,Month,Latitude,Longitude
ACC008630,3,6,16:32,Dual carriageway,60,Other,Wet or damp,Daylight,2,1,1,2012,11,54.786875,0.27352
ACC040518,3,6,17:08,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,1,2011,9,55.829427,1.332358
ACC018408,3,4,12:22,One way street,60,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,1,2013,5,54.924319,0.368746
ACC013417,2,5,15:30,Single carriageway,30,Raining + high winds,Wet or damp,Daylight,2,1,2,2011,3,50.014235,-0.266675
ACC039050,3,5,15:58,Single carriageway,70,Raining + high winds,Dry,Darkness - lights lit,3,1,1,2006,1,55.657524,1.833148
ACC039477,2,3,16:41,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,2,1,2006,2,55.797654,-1.218374
ACC014779,3,7,15:49,Dual carriageway,30,Raining no high winds,,Darkness - lights lit,3,1,1,2005,3,54.397393,-0.073585
ACC046811,3,7,11:33,Dual carriageway,30,Raining + high winds,Frost or ice,Darkness - lights lit,1,1,1,2015,3,53.268823,-3.056624
ACC038162,2,2,08:37,Single carriageway,40,Fine no high winds,Dry,Daylight,1,2,1,2007,10,50.50817,-0.408415
ACC002310,3,3,07:36,Single carriageway,70,Fine no high winds,Dry,Darkness - lights lit,2,1,2,2007,1,51.447867,-3.084079
ACC046879,2,6,14:38,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,2,1,1,2006,6,52.889789,0.361569
ACC011538,3,2,12:24,Roundabout,60,Fine no high winds,Dry,Daylight,3,2,2,2006,10,50.476669,-0.992609
ACC042935,3,4,10:54,Roundabout,30,Fine no high winds,Wet or damp,Darkness - lights unlit,2,1,2,2010,4,51.981141,-0.245566
ACC008915,2,2,16:33,Roundabout,30,Fine no high winds,Dry,Daylight,3,2,1,2015,10,51.355255,-3.923731
ACC046924,3,4,07:55,Single carriageway,30,Fine no high winds,,Darkness - lights lit,1,1,2,2015,10,55.957214,-0.243367
ACC030646,3,4,20:54,Single carriageway,30,Raining no high winds,Dry,Daylight,2,1,1,2009,4,55.059678,-4.774086
ACC026585,3,3,16:00,Roundabout,30,Raining no high winds,Oil or diesel,Daylight,2,1,2,2010,7,51.04264,-0.797724
ACC018929,2,4,14:15,Single carriageway,70,Fine no high winds,Dry,Daylight,1,3,1,2005,7,53.283831,1.171143
ACC048237,3,5,09:28,Roundabout,30,Fine no high winds,Wet or damp,Daylight,2,1,1,2005,10,51.022376,-1.356582
ACC004183,3,1,09:19,Single carriageway,30,Fog or mist,Wet or damp,Darkness - lights lit,2,1,1,2014,8,50.204233,0.655415
ACC023827,3,5,11:54,Roundabout,30,Fine no high winds,Wet or damp,Daylight,2,1,2,2012,2,55.960042,-0.945585
ACC026164,3,6,13:53,Single carriageway,30,Fine + high winds,Wet or damp,Daylight,1,1,2,2009,12,54.163949,-2.97543
ACC016552,3,1,22:26,Dual carriageway,30,Fog or mist,Dry,Darkness - no lighting,2,2,2,2010,7,53.117163,-2.294749
ACC002194,3,3,12:51,Slip road,30,Fine no high winds,Dry,Daylight,2,3,1,2013,8,52.745249,1.180631
ACC018196,3,2,12:38,Unknown,30,Fine no high winds,Dry,Darkness - no lighting,2,1,1,2010,10,52.137267,-2.740992
ACC036240,3,1,23:05,Dual carriageway,60,Fine + high winds,Dry,Daylight,2,1,1,2015,1,55.02238,-2.93898
ACC013116,3,6,17:24,Single carriageway,30,Raining no high winds,Dry,Daylight,3,1,1,2011,6,50.845756,-1.070603
ACC043982,3,5,07:33,Single carriageway,60,Raining + high winds,Dry,Darkness - no lighting,2,4,1,2007,3,52.950785,-0.150326
ACC001060,3,1,18:10,Single carriageway,20,Fine no high winds,Dry,Daylight,2,2,2,2012,10,51.231136,-0.05808
ACC043860,2,7,08:43,Single carriageway,50,Fine no high winds,Wet or damp,Darkness - lighting unknown,2,2,1,2009,7,54.504023,-4.590656
ACC031371,3,2,03:02,Single carriageway,60,Snowing no high winds,Snow,Darkness - lights lit,2,1,1,2011,11,53.442916,-2.931301
ACC049017,3,2,17:12,Dual carriageway,70,Fine no high winds,Frost or ice,Daylight,2,1,2,2007,7,55.77117,-3.737
ACC036174,3,7,17:49,Single carriageway,60,Raining no high winds,Wet or damp,Darkness - no lighting,1,1,2,2015,3,55.99856,-0.288545
ACC003613,3,2,19:10,Dual carriageway,30,Fine no high winds,Dry,Daylight,1,3,2,2012,10,54.201681,-0.353718
ACC040757,3,6,15:18,,60,Raining no high winds,Wet or damp,Daylight,2,1,1,2012,2,53.142479,-1.827468
ACC027901,3,1,18:36,,30,,Frost or ice,Daylight,1,1,1,2009,2,54.429313,-4.890026
ACC001369,3,7,06:38,Single carriageway,30,Raining no high winds,Dry,Daylight,2,1,2,2005,6,52.151216,-2.685252
ACC040986,3,5,12:45,Single carriageway,70,Fine no high winds,Frost or ice,Daylight,1,1,2,2015,2,54.238459,1.275029
ACC042631,3,6,14:33,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,4,2,1,2008,2,50.845325,-0.628118
ACC022325,3,2,18:26,Dual carriageway,30,Fine no high winds,Frost or ice,Daylight,1,1,1,2005,9,53.291088,-2.344293
ACC037161,3,5,18:25,Single carriageway,20,Raining no high winds,Wet or damp,Daylight,1,1,1,2011,5,55.544847,-1.140813
ACC007969,3,6,12:16,Single carriageway,60,Fine no high winds,Snow,Darkness - no lighting,1,1,1,2005,4,53.030046,1.316477
ACC012656,3,3,19:31,Single carriageway,30,Raining no high winds,Mud,Daylight,2,1,2,2005,1,55.539952,0.446209
ACC019145,2,4,16:30,Single carriageway,20,Fine no high winds,,Daylight,2,3,2,2015,1,51.750246,0.50816
ACC040421,3,7,17:10,Single carriageway,20,Raining no high winds,Dry,Daylight,2,4,1,2007,11,55.914326,-3.049943
ACC019888,3,4,10:07,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2005,10,50.885557,-0.515802
ACC016632,3,3,06:32,Single carriageway,70,Fine no high winds,Dry,Daylight,2,1,1,2006,9,54.939162,-3.60493
ACC024272,2,3,10:48,Unknown,40,Fog or mist,Wet or damp,Darkness - lights lit,2,2,1,2009,11,55.122401,-0.472896
ACC011429,1,6,17:59,Unknown,60,Fine no high winds,Dry,Daylight,2,1,1,2007,3,52.999137,-1.800435
ACC002368,3,4,10:18,,60,Fine no high winds,Wet or damp,Daylight,2,1,1,2012,8,52.567801,1.963022
ACC001941,2,7,08:40,Single carriageway,20,Fine no high winds,Dry,Daylight,2,1,1,2005,12,50.311825,-3.84525
ACC036453,2,4,15:33,Dual carriageway,60,Fine no high winds,Dry,Daylight,2,1,1,2010,4,50.385026,-2.06735
ACC013428,3,7,11:59,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2014,11,54.752706,-0.988067
ACC024929,3,5,12:03,Roundabout,30,Fine no high winds,Dry,Daylight,2,1,2,2013,2,55.351069,-3.567817
ACC016835,3,4,16:34,Dual carriageway,60,Raining no high winds,,Darkness - no lighting,1,1,1,2010,7,55.315577,0.360769
ACC008680,2,1,20:06,One way street,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,3,1,2012,1,50.486161,-2.841469
ACC025528,3,4,12:20,Roundabout,60,Fine no high winds,Dry,Daylight,3,1,1,2006,6,51.464908,-1.939809
ACC001375,3,4,14:06,Roundabout,30,Other,Dry,Daylight,1,2,2,2011,6,55.161788,-4.860602
ACC021876,2,3,11:18,Dual carriageway,40,Fine no high winds,Dry,Daylight,2,3,1,2011,2,52.911169,1.669525
ACC046708,1,7,15:42,Single carriageway,70,Fine no high winds,Snow,Daylight,4,1,1,2008,8,53.610062,-2.254815
ACC038401,2,3,10:28,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,1,1,1,2012,3,52.556254,-3.89899
ACC011871,3,6,08:38,Single carriageway,30,,Wet or damp,Daylight,4,4,1,2014,8,53.592855,1.912369
ACC012156,3,2,01:02,Single carriageway,30,Raining no high winds,Frost or ice,Daylight,2,1,1,2005,7,51.248794,-3.409991
ACC047874,3,4,14:54,Single carriageway,20,Fine no high winds,Wet or damp,Darkness - lights lit,3,4,1,2009,2,53.440122,-1.915443
ACC004721,3,3,07:06,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2011,5,50.599319,-0.25213
ACC001873,3,5,08:47,One way street,30,Fine no high winds,Dry,Darkness - lights lit,1,2,1,2014,7,52.483097,-1.637595
ACC002733,2,1,12:27,Roundabout,50,Fine no high winds,Wet or damp,Daylight,2,1,2,2010,10,55.880678,1.446352
ACC028952,3,6,20:47,Single carriageway,60,Fine no high winds,Dry,Daylight,1,1,1,2014,6,53.506518,-4.362594
ACC045310,2,6,18:16,Dual carriageway,40,Fine + high winds,Wet or damp,Darkness - lights lit,1,1,2,2011,3,51.346813,-1.407325
ACC046080,1,3,11:18,Single carriageway,60,Fine no high winds,Dry,Darkness - lights lit,2,2,2,2013,10,52.809014,-2.856851
ACC013345,3,7,17:41,Single carriageway,60,Fine no high winds,Dry,Daylight,2,1,1,2009,5,52.484932,-4.638212
ACC023044,3,5,12:47,Dual carriageway,30,Fine no high winds,Dry,Daylight,3,2,1,2007,6,55.533983,-3.689506
ACC001064,3,7,05:18,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights lit,4,1,2,2013,1,54.155083,-1.399715
ACC011283,3,6,13:48,Single carriageway,30,Fine no high winds,Dry,Daylight,1,2,1,2006,9,52.706405,-0.715404
ACC040835,3,5,22:50,Roundabout,30,Fine no high winds,Dry,Daylight,1,2,2,2009,2,53.942049,-2.704681
ACC023235,3,6,15:35,Single carriageway,30,Raining no high winds,,Daylight,2,1,1,2013,7,53.083841,-1.884002
ACC024276,3,6,15:41,Dual carriageway,60,Fine no high winds,Frost or ice,Daylight,1,1,1,2009,7,53.893735,-3.954463
ACC031120,3,7,14:27,Single carriageway,30,Fine no high winds,Dry,Daylight,1,1,1,2008,4,51.863384,-1.474244
ACC032525,3,4,20:24,Unknown,20,Fine no high winds,Dry,Darkness - lighting unknown,3,1,1,2013,12,54.761638,-4.553188
ACC021757,3,4,19:31,,60,Fine no high winds,Wet or damp,Daylight,2,2,2,2015,1,50.208259,-1.468307
ACC031451,2,7,06:29,Single carriageway,30,Fine no high winds,Dry,Daylight,2,2,2,2014,10,55.537246,-3.193121
ACC007553,3,7,20:15,Roundabout,70,Raining + high winds,Wet or damp,Daylight,2,4,1,2015,12,54.377386,1.801076
ACC039119,3,2,07:47,Dual carriageway,30,Fine no high winds,Dry,Daylight,5,3,1,2009,11,54.063364,-0.484275
ACC025259,2,4,18:13,Dual carriageway,30,Raining no high winds,Dry,Daylight,3,2,2,2006,5,51.633953,-3.75799
ACC026982,3,3,07:37,Single carriageway,70,Fine no high winds,Wet or damp,Darkness - lights lit,1,3,1,2010,8,51.870451,-2.333223
ACC031241,3,6,01:59,Single carriageway,60,Fine no high winds,Dry,Daylight,3,1,1,2011,9,55.729024,-0.812158
ACC042900,3,5,11:17,Single carriageway,40,Fine no high winds,Dry,Darkness - no lighting,1,4,1,2006,2,52.420054,-4.123322
ACC042876,3,7,22:37,Single carriageway,30,Raining + high winds,Dry,Darkness - no lighting,1,1,1,2009,3,52.82277,-0.949725
ACC006229,3,2,14:33,Slip road,30,Raining no high winds,Wet or damp,Daylight,1,1,2,2012,5,51.524834,0.545866
ACC004088,3,4,08:55,Dual carriageway,60,Raining no high winds,Dry,Daylight,2,2,1,2011,4,54.627711,-0.90987
ACC023294,3,2,00:04,Roundabout,60,Fine no high winds,Dry,Darkness - lights lit,2,4,1,2006,4,50.613125,-0.593482
ACC015282,3,2,02:31,Single carriageway,30,Raining no high winds,Wet or damp,Daylight,1,1,2,2010,12,50.64214,-2.706131
ACC045102,3,2,19:55,Single carriageway,30,Fine no high winds,Dry,Daylight,1,1,1,2011,11,52.835191,-0.69675
ACC048215,3,6,19:33,Single carriageway,40,Fine no high winds,Wet or damp,Darkness - no lighting,2,1,1,2012,10,53.325933,0.594022
ACC036223,3,5,20:56,Slip road,30,Fine no high winds,Dry,Darkness - lights lit,2,1,1,2008,12,52.537513,-3.185323
ACC029823,3,5,12:52,Single carriageway,40,Fine no high winds,Dry,Darkness - lighting unknown,2,1,1,2015,12,52.746949,-2.008361
ACC035484,3,2,17:55,Single carriageway,30,Raining no high winds,Dry,Darkness - lights lit,2,1,2,2008,7,55.407233,0.655093
ACC029963,1,4,15:18,One way street,70,Fine no high winds,Dry,Darkness - lights lit,5,3,2,2005,12,55.102743,-4.22764
ACC027222,3,3,15:28,Single carriageway,50,Fine no high winds,Dry,Darkness - lights lit,4,1,2,2015,5,55.00247,-1.586497
ACC015773,3,7,19:30,Single carriageway,40,Fine no high winds,Dry,Daylight,2,1,1,2010,9,52.619619,-0.489806
ACC015880,3,6,20:40,Single carriageway,20,Raining no high winds,Dry,Daylight,4,1,1,2005,12,52.590969,1.239893
ACC038860,2,1,18:08,Single carriageway,60,Raining no high winds,Wet or damp,Darkness - lights lit,2,3,2,2013,5,54.478769,-4.447276
ACC012739,3,5,02:43,Single carriageway,60,Fine no high winds,Dry,Daylight,2,1,1,2007,2,52.734384,-0.17862
ACC011686,3,2,15:07,Single carriageway,40,Raining no high winds,Dry,Daylight,1,1,1,2012,12,51.10743,-1.729773
ACC002429,3,7,12:10,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,2,1,2012,6,51.453798,-3.465214
ACC008936,3,2,11:43,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights unlit,2,1,1,2013,5,51.580609,-1.546612
ACC043651,3,3,15:44,,30,Fine no high winds,Wet or damp,Daylight,2,4,2,2006,9,55.989274,-0.625731
ACC040811,3,4,08:14,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,3,1,1,2009,8,52.116966,0.52858
ACC026395,3,7,11:22,Single carriageway,30,Fine no high winds,Snow,Darkness - no lighting,1,1,1,2011,8,55.344075,-0.53775
ACC046923,3,5,14:11,Single carriageway,40,Fine no high winds,Dry,Daylight,2,1,1,2011,2,54.242706,1.208329
ACC022046,2,5,17:10,Single carriageway,30,Raining + high winds,Flood over 3cm deep,Daylight,2,1,1,2011,4,50.528722,-2.950728
ACC024586,3,6,10:22,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,2,2009,4,50.228507,-2.390832
ACC029721,3,4,11:17,Single carriageway,60,Fine no high winds,Dry,Daylight,2,1,2,2014,7,51.708655,-2.780327
ACC041796,3,6,15:39,Single carriageway,30,Fine no high winds,Dry,Daylight,2,2,1,2008,3,50.371289,-0.910513
ACC041830,3,1,08:27,Roundabout,30,Raining no high winds,Wet or damp,Daylight,2,1,1,2012,4,55.35136,-1.700267
ACC011126,3,6,17:46,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,3,1,1,2015,6,50.677817,-3.100827
ACC047053,3,3,10:31,One way street,30,Other,Dry,Daylight,2,1,2,2007,11,50.713696,-1.467277
ACC041037,3,2,08:38,Single carriageway,30,Raining + high winds,Dry,Darkness - no lighting,2,1,2,2014,2,52.96744,-3.482824
ACC048477,3,2,11:54,Single carriageway,30,Raining no high winds,,Daylight,1,3,1,2006,12,52.771895,1.023099
ACC042898,3,6,14:50,Dual carriageway,60,,Dry,Daylight,2,2,1,2006,4,50.693654,-3.898184
ACC000762,3,6,10:29,Single carriageway,60,Fine no high winds,Dry,Daylight,5,2,1,2014,6,54.071084,-1.812382
ACC022718,3,1,18:51,Dual carriageway,40,Fine no high winds,Wet or damp,Daylight,2,2,1,2011,1,51.403195,1.148089
ACC047928,3,6,16:24,Single carriageway,30,Raining no high winds,Wet or damp,Daylight,2,1,1,2011,4,54.229454,-0.204902
ACC023628,3,2,19:06,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,1,1,1,2012,3,53.170366,-2.522435
ACC011834,3,4,11:25,Dual carriageway,60,Fine no high winds,Dry,Daylight,1,1,1,2010,9,54.622035,0.772337
ACC039596,3,5,06:14,Single carriageway,70,Other,Wet or damp,Daylight,1,1,1,2006,6,53.865304,1.430328
ACC043171,3,2,15:00,One way street,70,Fine + high winds,Wet or damp,Daylight,2,1,1,2012,3,55.090681,-3.431387
ACC031780,3,7,16:10,Single carriageway,30,Raining no high winds,,Daylight,2,3,2,2005,9,51.796274,-0.07116
ACC041118,3,7,15:46,Single carriageway,60,Fine no high winds,Dry,Daylight,2,1,2,2015,1,55.800296,-3.393196
ACC044508,2,6,08:01,Dual carriageway,20,Fine no high winds,Dry,Darkness - lights lit,2,1,1,2007,4,53.134624,-1.892195
ACC015069,2,2,15:28,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,2,1,2005,11,51.877283,1.53202
ACC047992,3,2,18:23,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,1,2007,1,52.322147,-4.398191
ACC009092,2,5,21:07,Dual carriageway,40,Fine no high winds,Wet or damp,Daylight,1,2,1,2005,7,51.360641,-2.756235
ACC004199,3,7,16:39,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2014,3,52.471622,-1.360037
ACC004480,3,3,16:27,Roundabout,50,Fine no high winds,Dry,Darkness - lights lit,2,1,1,2015,7,50.431407,-3.084654
ACC038119,3,3,09:30,Single carriageway,30,Fog or mist,Wet or damp,Darkness - no lighting,3,4,2,2015,6,52.435357,0.021687
ACC033634,3,3,12:21,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2014,6,53.15827,-2.041627
ACC037860,3,2,15:14,Slip road,30,Raining no high winds,Dry,Darkness - lights unlit,2,1,1,2009,9,50.034459,-2.524858
ACC048639,3,2,23:46,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,2,2014,4,50.771885,0.225452
ACC045976,3,4,18:17,Single carriageway,40,Fine no high winds,Dry,Daylight,2,2,2,2006,4,50.342188,-0.055484
ACC017148,3,3,08:12,Dual carriageway,30,Fine no high winds,Wet or damp,Daylight,3,1,2,2005,8,51.605445,0.943115
ACC013988,3,2,11:43,Single carriageway,30,,Dry,Daylight,1,1,1,2010,2,54.707425,0.470098
ACC012604,3,6,05:28,Single carriageway,60,Raining no high winds,Snow,Daylight,1,1,2,2010,7,52.48965,-1.457893
ACC021646,3,1,08:02,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,1,2,2006,7,52.237362,-4.439846
ACC027709,3,7,19:22,Single carriageway,60,Raining no high winds,Dry,Darkness - lights lit,4,1,1,2011,3,51.007102,-3.197063
ACC049384,2,5,08:28,Single carriageway,60,Fine no high winds,Dry,Darkness - lighting unknown,2,1,1,2006,2,51.463708,-3.373777
ACC002006,3,5,08:17,Roundabout,60,Fine no high winds,Wet or damp,Darkness - no lighting,2,1,2,2011,4,55.68721,-1.188542
ACC030896,3,6,18:03,One way street,30,Raining no high winds,Dry,Darkness - lights lit,2,1,2,2010,9,50.630551,1.745395
ACC015317,2,6,20:27,Dual carriageway,20,Fine no high winds,Wet or damp,Daylight,2,3,2,2008,8,53.289773,-1.729313
ACC024999,3,7,22:09,Single carriageway,30,Unknown,Dry,Daylight,1,1,1,2007,12,50.915632,1.49151
ACC009564,3,3,11:56,Dual carriageway,30,Other,Dry,Darkness - lights unlit,2,4,2,2013,9,53.641962,-2.225241
ACC036108,3,3,19:17,Single carriageway,30,Raining + high winds,Snow,Daylight,1,1,1,2011,4,50.523517,-2.498526
ACC041430,3,7,05:46,Single carriageway,60,Fine no high winds,Dry,Darkness - no lighting,2,2,1,2012,3,52.4172,-2.842911
ACC032999,3,3,06:19,Dual carriageway,60,Fine no high winds,Dry,Darkness - lights unlit,2,1,2,2008,1,55.33711,-1.273687
ACC032774,3,4,09:33,Dual carriageway,30,Fine no high winds,Dry,Daylight,4,2,1,2015,9,53.292375,-2.960862
ACC017491,3,6,23:35,Unknown,60,Fog or mist,Dry,Daylight,2,1,2,2012,1,54.479482,-3.366299
ACC038299,3,2,14:31,Dual carriageway,40,Fine + high winds,Dry,Darkness - lights unlit,2,4,1,2015,4,50.125144,-0.082559
ACC041597,3,4,18:01,Single carriageway,30,Fog or mist,Wet or damp,Daylight,2,1,1,2006,12,51.350002,0.530817
ACC032820,3,6,16:13,Single carriageway,70,Fine no high winds,Wet or damp,Daylight,5,2,1,2007,8,52.937346,0.183061
ACC004027,3,7,17:57,Single carriageway,30,Fine no high winds,Dry,Daylight,2,3,2,2010,10,52.340998,-1.342082
ACC012569,3,3,08:21,Single carriageway,60,Fine no high winds,Dry,Daylight,2,2,2,2015,11,50.860347,1.688892
ACC047482,3,2,06:26,Single carriageway,30,Raining no high winds,Dry,Daylight,2,1,1,2008,3,54.601476,-3.158032
ACC012555,3,2,11:09,Single carriageway,40,Fine no high winds,Mud,,1,3,1,2011,12,50.666891,-2.667073
ACC006326,3,4,23:29,Single carriageway,30,Raining no high winds,Wet or damp,Darkness - lights lit,1,3,1,2006,9,55.508444,-3.919916
ACC021460,3,4,09:24,Dual carriageway,30,Fine no high winds,Dry,Darkness - lighting unknown,1,1,1,2010,4,54.513154,1.340798
ACC000721,3,5,16:00,One way street,70,Other,Dry,Darkness - lights unlit,2,1,1,2008,3,54.636184,1.02926
ACC021895,3,3,18:03,Single carriageway,70,Fine no high winds,Flood over 3cm deep,Darkness - lighting unknown,2,1,2,2008,5,51.423586,1.857159
ACC006394,3,2,13:46,Single carriageway,60,Fine no high winds,Dry,Daylight,1,4,1,2007,11,54.495627,-0.364736
ACC020709,3,6,08:04,Single carriageway,70,Raining no high winds,Dry,Darkness - lights lit,2,1,2,2015,7,53.744986,-0.244254
ACC029652,3,3,13:20,One way street,30,Fine no high winds,Dry,Daylight,2,1,1,2007,2,53.20742,-0.687105
ACC016478,3,6,08:33,Single carriageway,30,Fine no high winds,Dry,Darkness - lighting unknown,2,1,2,2015,11,53.640912,0.402175
ACC039297,3,3,09:04,One way street,30,Fine no high winds,Dry,Daylight,3,2,1,2008,7,50.036952,-1.415892
ACC029054,3,2,08:06,Dual carriageway,60,Raining + high winds,Dry,Darkness - lights lit,2,1,2,2012,6,54.038397,-3.270489
ACC023107,3,4,17:45,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,2,1,1,2013,7,52.353309,0.112255
ACC012798,3,5,22:41,Single carriageway,40,Fine no high winds,Wet or damp,Daylight,3,1,2,2008,4,53.620609,-4.008367
ACC005806,2,5,12:33,Slip road,40,Fine no high winds,Dry,Daylight,1,2,2,2011,3,54.823934,-4.592492
ACC005195,3,4,07:49,Single carriageway,60,Raining no high winds,Wet or damp,Daylight,1,1,1,2005,1,51.229679,-4.473641
ACC028718,3,6,08:17,Dual carriageway,30,Fine no high winds,Snow,Darkness - no lighting,2,1,1,2008,2,51.547595,-3.829445
ACC017471,3,3,07:59,Dual carriageway,70,Raining + high winds,Dry,Daylight,2,1,2,2006,9,53.936588,-0.80689
ACC022858,3,2,07:12,Single carriageway,30,Fine no high winds,Dry,Darkness - lights unlit,3,1,1,2015,12,51.529572,-2.193666
ACC039096,3,3,13:24,Slip road,30,Raining no high winds,Dry,Daylight,1,1,1,2012,3,55.370913,-2.775883
ACC022605,3,6,18:39,Single carriageway,60,Fine no high winds,Dry,Daylight,2,1,1,2005,11,50.695591,-1.125013
ACC026875,2,2,20:56,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,1,2,2,2015,12,54.873275,0.274141
ACC008584,3,6,17:49,Single carriageway,40,Unknown,Wet or damp,Daylight,1,1,1,2009,9,55.518823,-2.313001
ACC044253,2,2,16:42,Dual carriageway,50,Fine no high winds,Wet or damp,Daylight,1,3,1,2010,5,53.857216,-2.298614
ACC049459,3,6,14:53,Single carriageway,70,Raining + high winds,Dry,Darkness - lights lit,2,1,1,2015,7,50.396787,-2.741312
